Summary,Issue key,Issue id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project lead id,Project description,Priority,Resolution,Assignee,Assignee Id,Reporter,Reporter Id,Creator,Creator Id,Created,Updated,Last Viewed,Resolved,Due date,Votes,Description,Environment,Watchers,Watchers Id,Original estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Relates),Outward issue link (Relates),Attachment,Custom field (Actual end),Custom field (Actual start),Custom field (Change reason),Custom field (Change risk),Custom field (Change type),Custom field (Development),Custom field (Epic Color),Custom field (Epic Link),Custom field (Epic Name),Custom field (Epic Status),Custom field (Impact),Custom field (Issue color),Custom field (Rank),Custom field (Request Type),Sprint,Custom field (Start date),Custom field (Story Points),Custom field (Story point estimate),Custom field (Target end),Custom field (Target start),Custom field (Team),Custom field ([CHART] Date of First Response),Status Category
"As a user, I have to test Selinium project so that i can get information of selenium projects",ELE-18,10023,Story,Done,ELE,E-Learning,software,Snehal Bhagwat,612f39a26b6661006908d54b,,Medium,Done,Snehal Bhagwat,612f39a26b6661006908d54b,Snehal Bhagwat,612f39a26b6661006908d54b,Snehal Bhagwat,612f39a26b6661006908d54b,02/Sep/21 3:04 PM,08/Sep/21 12:35 PM,09/Sep/21 10:21 AM,08/Sep/21 12:35 PM,,0,,,Snehal Bhagwat,612f39a26b6661006908d54b,,,,,,,,,,,ELE-1,,,,,,,,{},,,,,,,0|i00019:,,ELE Sprint 1,,,,,,,,Done
"As a user, I have to test Notebook so that i can write or edit notes",ELE-17,10022,Story,Done,ELE,E-Learning,software,Snehal Bhagwat,612f39a26b6661006908d54b,,Medium,Done,Snehal Bhagwat,612f39a26b6661006908d54b,Snehal Bhagwat,612f39a26b6661006908d54b,Snehal Bhagwat,612f39a26b6661006908d54b,02/Sep/21 3:04 PM,08/Sep/21 12:35 PM,09/Sep/21 10:21 AM,08/Sep/21 12:35 PM,,0,,,Snehal Bhagwat,612f39a26b6661006908d54b,,,,,,,,,,,ELE-1,,,,,,,,{},,,,,,,0|i00016:i,,ELE Sprint 1,,,,,,,,Done
"As a user, I want to discover 'Glossary' so that i would be able to use 'Glossary'",ELE-16,10021,Story,Done,ELE,E-Learning,software,Snehal Bhagwat,612f39a26b6661006908d54b,,Medium,Done,Snehal Bhagwat,612f39a26b6661006908d54b,Snehal Bhagwat,612f39a26b6661006908d54b,Snehal Bhagwat,612f39a26b6661006908d54b,02/Sep/21 3:03 PM,08/Sep/21 12:35 PM,09/Sep/21 10:21 AM,08/Sep/21 12:35 PM,,0,,,Snehal Bhagwat,612f39a26b6661006908d54b,,,,,,,,,,,ELE-1,,,,,,,,{},,,,,,,0|i00016:,,ELE Sprint 1,,,,,,,,Done
"As a user, I want to know the test results, so that I would be able to access the 'Assessments' and results",ELE-15,10020,Story,Done,ELE,E-Learning,software,Snehal Bhagwat,612f39a26b6661006908d54b,,Medium,Done,Snehal Bhagwat,612f39a26b6661006908d54b,Snehal Bhagwat,612f39a26b6661006908d54b,Snehal Bhagwat,612f39a26b6661006908d54b,02/Sep/21 3:03 PM,08/Sep/21 12:35 PM,08/Sep/21 11:30 AM,08/Sep/21 12:35 PM,,0,,,Snehal Bhagwat,612f39a26b6661006908d54b,,,,,,,,,,,ELE-1,,,,,,,,{},,,,,,,0|i00015:,,ELE Sprint 1,,,,,,,,Done
"As a user, i want to see progress, so that i would be able to see progress in 'Wiki'",ELE-14,10019,Story,Done,ELE,E-Learning,software,Snehal Bhagwat,612f39a26b6661006908d54b,,Medium,Done,Snehal Bhagwat,612f39a26b6661006908d54b,Snehal Bhagwat,612f39a26b6661006908d54b,Snehal Bhagwat,612f39a26b6661006908d54b,02/Sep/21 3:03 PM,08/Sep/21 12:35 PM,08/Sep/21 10:31 AM,08/Sep/21 12:35 PM,,0,,,Snehal Bhagwat,612f39a26b6661006908d54b,,,,,,,,,,,ELE-1,ELE-77,,,,,,,{},,,,,,,0|i0001f:,,ELE Sprint 1,,,,,,,,Done
"As a user, I want to take a Survey so that i would be able use 'Surveys'",ELE-13,10018,Story,Blocked,ELE,E-Learning,software,Snehal Bhagwat,612f39a26b6661006908d54b,,Medium,,Snehal Bhagwat,612f39a26b6661006908d54b,Snehal Bhagwat,612f39a26b6661006908d54b,Snehal Bhagwat,612f39a26b6661006908d54b,02/Sep/21 3:02 PM,08/Sep/21 12:49 PM,09/Sep/21 10:21 AM,,,0,,,Snehal Bhagwat,612f39a26b6661006908d54b,,,,,,,,,,,ELE-1,ELE-103,,,,,,,{},,,,,,,0|i00017:,,ELE Sprint 1,,,,,,,,In Progress
"As a user, I want to open 'Assignments' so that I would be able to do 'Assignments'",ELE-12,10017,Story,Done,ELE,E-Learning,software,Snehal Bhagwat,612f39a26b6661006908d54b,,Medium,Done,Snehal Bhagwat,612f39a26b6661006908d54b,Snehal Bhagwat,612f39a26b6661006908d54b,Snehal Bhagwat,612f39a26b6661006908d54b,02/Sep/21 3:02 PM,08/Sep/21 12:35 PM,09/Sep/21 10:21 AM,08/Sep/21 12:35 PM,,0,,,Snehal Bhagwat,612f39a26b6661006908d54b,,,,,,,,,,,ELE-1,,,,,,,,{},,,,,,,0|i0001b:,,ELE Sprint 1,,,,,,,,Done
"As a user, I want to write message in 'write' field so that i would be able to do 'Chat'",ELE-11,10016,Story,Done,ELE,E-Learning,software,Snehal Bhagwat,612f39a26b6661006908d54b,,Medium,Done,Snehal Bhagwat,612f39a26b6661006908d54b,Snehal Bhagwat,612f39a26b6661006908d54b,Snehal Bhagwat,612f39a26b6661006908d54b,02/Sep/21 3:02 PM,08/Sep/21 12:36 PM,09/Sep/21 10:21 AM,08/Sep/21 12:36 PM,,0,,,Snehal Bhagwat,612f39a26b6661006908d54b,,,,,,,,,,,ELE-1,,,,,,,,{},,,,,,,0|i0001r:,,ELE Sprint 1,,,,,,,,Done
"As a user, I want to register 'Groups' so that i would be in a 'Group'",ELE-10,10015,Story,Done,ELE,E-Learning,software,Snehal Bhagwat,612f39a26b6661006908d54b,,Medium,Done,Snehal Bhagwat,612f39a26b6661006908d54b,Snehal Bhagwat,612f39a26b6661006908d54b,Snehal Bhagwat,612f39a26b6661006908d54b,02/Sep/21 3:02 PM,08/Sep/21 12:35 PM,08/Sep/21 11:31 AM,08/Sep/21 12:35 PM,,0,,,Snehal Bhagwat,612f39a26b6661006908d54b,,,,,,,,,,,ELE-1,,,,,,,,{},,,,,,,0|i0001j:,,ELE Sprint 1,,,,,,,,Done
Courses Subscription,ELE-1,10006,Epic,In Progress,ELE,E-Learning,software,Snehal Bhagwat,612f39a26b6661006908d54b,,Medium,,Snehal Bhagwat,612f39a26b6661006908d54b,Snehal Bhagwat,612f39a26b6661006908d54b,Snehal Bhagwat,612f39a26b6661006908d54b,02/Sep/21 2:28 PM,08/Sep/21 4:49 PM,09/Sep/21 8:52 AM,,,0,,,Snehal Bhagwat,612f39a26b6661006908d54b,,,,,,,,,,,,,,,,,,,{},ghx-label-9,,My Courses ,To Do,,,0|i00013:,,ELE Sprint 1,,,,,,,,In Progress
